unitid,"instnm","chronname","conference","city","state","nickname",year,"url",full_time_enrollment,inflation_adjusted_ticket_sales,inflation_adjusted_student_fees,inflation_adjusted_direct_state_govt_support,inflation_adjusted_direct_institutional_support,inflation_adjusted_indirect_facil_admin_support,inflation_adjusted_ncaa_distributions,inflation_adjusted_royalties,inflation_adjusted_tv_revenue,inflation_adjusted_endowments,inflation_adjusted_athletic_revenues,inflation_adjusted_other_revenues,inflation_adjusted_athletic_expenses,inflation_adjusted_subsidy,inflation_adjusted_subsidyproportion,inflation_adjusted_institutional_subsidy,inflation_adjusted_institutionalsubsidy_proportion,inflation_adjusted_net_revenue,inflation_adjusted_net_revenue_before_subsidy,inflation_adjusted_external_revenue,ticket_sales,student_fees,direct_state_govt_support,direct_institutional_support,indirect_facil_admin_support,ncaa_distributions,royalties,tv_revenue,endowments,athletic_revenues,other_revenues,athletic_expenses,subsidy,subsidyproportion,institutional_subsidy,institutionalsubsidy_proportion,net_revenue,net_revenue_before_subsidy,external_revenue,instate_tuition
202134,"Cleveland State University","Cleveland State University","Horizon League","Cleveland","Ohio","Vikings",2013,"cleveland-state-fy2013.pdf",10825,273837,9216682,0,515999,0,430803,27911,0,110372,11417988,952756,11417988,9732681,0.852399,515999,0.0451918,0,-9732681,1685307,270787,9114026,0,510252,0,426005,27600,0,109143,11290814,942144,11290814,9624278,0.852399,510252,0.0451918,0,-9624278,1666536,9499
202134,"Cleveland State University","Cleveland State University","Horizon League","Cleveland","Ohio","Vikings",2012,"cleveland-state-fy2012.pdf",10825,469549,9332373,0,0,0,464905,120656,0,78976,11252963,865480,11252963,9332373,0.829326,0,0,0,-9332373,1920590,455313,9049438,0,0,0,450810,116998,0,76582,10911800,839241,10911800,9049438,0.829326,0,0,0,-9049438,1862362,9314
202134,"Cleveland State University","Cleveland State University","Horizon League","Cleveland","Ohio","Vikings",2011,"cleveland-state-fy2011.pdf",10825,466213,9139719,0,393926,0,480697,162203,0,70587,11277640,634881,11277640,9533645,0.845358,393926,0.0349298,0,-9533645,1743994,439461,8615272,0,371322,0,453114,152896,0,66537,10630516,598451,10630516,8986594,0.845358,371322,0.0349298,0,-8986594,1643922,9002
202134,"Cleveland State University","Cleveland State University","Horizon League","Cleveland","Ohio","Vikings",2010,"cleveland-state-fy2010.pdf",10825,317907,8721810,0,475000,0,384390,279361,0,78044,10981349,802882,10981349,9196809,0.837494,475000,0.0432552,0,-9196809,1784540,293480,8051647,0,438502,0,354854,257896,0,72047,10137569,741190,10137569,8490149,0.837494,438502,0.0432551,0,-8490149,1647420,8516
145600,"University of Illinois at Chicago","University of Illinois at Chicago","Horizon League","Chicago","Illinois","Flames",2014,"university-of-hawaii-at-manoa-fy2014.pdf",23239,486805,7324959,384332,4204988,495796,545552,490797,0,227471,21187176,7253947,20871153,12410075,0.585735,4700784,0.221869,316023,-12094052,8777101,486805,7324959,384332,4204988,495796,545552,490797,0,227471,21187176,7253947,20871153,12410075,0.585735,4700784,0.221869,316023,-12094052,8777101,13634
145600,"University of Illinois at Chicago","University of Illinois at Chicago","Horizon League","Chicago","Illinois","Flames",2013,"university-of-hawaii-at-manoa-fy2013.pdf",23239,290955,7148937,383927,3252187,579315,603648,427048,0,76954,14933340,2247322,14719670,11364367,0.761006,3831502,0.256574,213670,-11150697,3568973,287714,7069312,379651,3215964,572863,596925,422292,0,76097,14767012,2222291,14555722,11237790,0.761006,3788827,0.256574,211290,-11026500,3529222,13410
145600,"University of Illinois at Chicago","University of Illinois at Chicago","Horizon League","Chicago","Illinois","Flames",2012,"university-of-hawaii-at-manoa-fy2012.pdf",23239,234431,6840873,244584,3207284,481885,605802,470821,0,354071,14562579,2476899,13388995,10774626,0.739884,3689169,0.253332,1173583,-9601043,3787953,227324,6633474,237169,3110047,467275,587436,456547,0,343336,14121076,2401804,12983073,10447965,0.739884,3577322,0.253332,1138003,-9309962,3673111,13130
145600,"University of Illinois at Chicago","University of Illinois at Chicago","Horizon League","Chicago","Illinois","Flames",2011,"university-of-hawaii-at-manoa-fy2011.pdf",23239,585700,6479828,255958,3383541,871787,521413,555877,0,104170,14726803,2072698,14726803,10991115,0.746334,4255328,0.288951,0,-10991115,3735688,552092,6108008,241271,3189390,821763,491494,523980,0,98193,13881762,1953764,13881762,10360432,0.746334,4011153,0.288951,0,-10360432,3521330,12656
145600,"University of Illinois at Chicago","University of Illinois at Chicago","Horizon League","Chicago","Illinois","Flames",2010,"university-of-hawaii-at-manoa-fy2010.pdf",23239,313742,6593823,274691,3012022,632525,525899,536275,0,97350,13924593,2035616,13545548,10513061,0.755,3644547,0.261735,379045,-10134016,3411532,289635,6087170,253584,2780586,583923,485490,495069,0,89870,12854661,1879204,12504741,9705263,0.755,3364509,0.261735,349920,-9355343,3149398,12056
171571,"Oakland University","Oakland University","Horizon League","Rochester","Michigan","Golden Grizzlies",2014,"oakland-fy2014.pdf",13863,142588,0,0,9037076,303310,538372,230480,0,3000,11891893,1640067,11537425,9340386,0.785441,9340386,0.785441,354468,-8985918,2551507,142588,0,0,9037076,303310,538372,230480,0,3000,11891893,1640067,11537425,9340386,0.785441,9340386,0.785441,354468,-8985918,2551507,10613
171571,"Oakland University","Oakland University","Horizon League","Rochester","Michigan","Golden Grizzlies",2013,"oakland-fy2013.pdf",13863,122532,0,0,9864658,319550,708033,236244,0,11301,12863538,1612520,13130341,10184208,0.791711,10184208,0.791711,-266804,-10451012,2679329,121167,0,0,9754785,315991,700147,233613,0,11175,12720263,1594560,12984095,10070776,0.791711,10070776,0.791711,-263832,-10334608,2649487,10613
171571,"Oakland University","Oakland University","Horizon League","Rochester","Michigan","Golden Grizzlies",2012,"oakland-fy2012.pdf",13863,167659,0,0,8137111,307688,521037,313601,0,15092,10979779,1532683,11014967,8444799,0.769123,8444799,0.769123,-35188,-8479987,2534980,162576,0,0,7890413,298360,505240,304093,0,14634,10646898,1486216,10681019,8188773,0.769123,8188773,0.769123,-34121,-8222894,2458125,10230
171571,"Oakland University","Oakland University","Horizon League","Rochester","Michigan","Golden Grizzlies",2011,"oakland-fy2011.pdf",13863,135110,0,0,8236978,294517,526274,150405,0,15174,11023499,1680215,11194939,8531495,0.773937,8531495,0.773937,-171440,-8702935,2492004,127357,0,0,7764331,277617,496076,141775,0,14303,10390958,1583802,10552561,8041948,0.773937,8041948,0.773937,-161603,-8203551,2349010,9938
171571,"Oakland University","Oakland University","Horizon League","Rochester","Michigan","Golden Grizzlies",2010,"oakland-fy2010.pdf",13863,117035,0,0,8509543,251502,579766,142077,0,8392,10959433,1359511,10605231,8761044,0.799407,8761045,0.799407,354202,-8406842,2198389,108042,0,0,7855690,232177,535218,131160,0,7747,10117337,1255050,9790351,8087867,0.799407,8087867,0.799407,326986,-7760881,2029470,9285
240277,"University of Wisconsin-Green Bay","University of Wisconsin at Green Bay","Horizon League","Green Bay","Wisconsin","Phoenix",2014,"university-of-wisconsin-green-bay-fy2014.pdf",4388,964999,1304495,247500,3086900,359044,621108,716776,6000,57747,8823409,1522587,8853983,4997939,0.566441,3445944,0.390546,-30574,-5028513,3825470,964999,1304495,247500,3086900,359044,621108,716776,6000,57747,8823409,1522587,8853983,4997939,0.566441,3445944,0.390546,-30574,-5028513,3825470,7758
240277,"University of Wisconsin-Green Bay","University of Wisconsin at Green Bay","Horizon League","Green Bay","Wisconsin","Phoenix",2013,"university-of-wisconsin-green-bay-fy2013.pdf",4388,627829,1256369,250182,3111014,339772,693738,289904,5397,48158,8289197,1720389,8166298,4957337,0.598048,3450786,0.416299,122900,-4834437,3331860,620836,1242376,247395,3076363,335988,686011,286675,5337,47622,8196872,1701228,8075341,4902122,0.598048,3412351,0.416299,121531,-4780591,3294750,7676
240277,"University of Wisconsin-Green Bay","University of Wisconsin at Green Bay","Horizon League","Green Bay","Wisconsin","Phoenix",2012,"university-of-wisconsin-green-bay-fy2012.pdf",4388,625648,1196618,255118,3196949,373497,521974,392344,3564,32628,8149638,1587491,8093339,5022181,0.616246,3570446,0.438111,56299,-4965882,3127457,606680,1160339,247383,3100025,362173,506149,380449,3456,31639,7902560,1539362,7847968,4869920,0.616246,3462198,0.438111,54592,-4815328,3032640,7610
240277,"University of Wisconsin-Green Bay","University of Wisconsin at Green Bay","Horizon League","Green Bay","Wisconsin","Phoenix",2011,"university-of-wisconsin-green-bay-fy2011.pdf",4388,634350,1195468,262566,3100212,346601,604523,293582,4411,33869,7850932,1413630,7884984,4904848,0.624747,3446813,0.439032,-34052,-4938900,2946085,597950,1126871,247500,2922318,326713,569835,276736,4158,31926,7400437,1332514,7432535,4623402,0.624747,3249031,0.439032,-32098,-4655500,2777035,7282
240277,"University of Wisconsin-Green Bay","University of Wisconsin at Green Bay","Horizon League","Green Bay","Wisconsin","Phoenix",2010,"university-of-wisconsin-green-bay-fy2010.pdf",4388,829216,1156802,148693,3010026,353131,609109,196922,1311,18,7519392,1215493,7549546,4668652,0.620882,3363157,0.447264,-30154,-4698806,2850740,765501,1067916,137268,2778743,325997,562307,181791,1210,17,6941620,1122097,6969457,4309924,0.620882,3104740,0.447264,-27837,-4337761,2631696,6973
206604,"Wright State University-Main Campus","Wright State University","Horizon League","Fairborn","Ohio","Raiders",2014,"wright-state-fy2014.pdf",12900,271561,0,18613,8399174,0,366605,411910,0,0,10710593,1242730,11236512,8417787,0.785931,8399174,0.784193,-525919,-8943706,2292806,271561,0,18613,8399174,0,366605,411910,0,0,10710593,1242730,11236512,8417787,0.785931,8399174,0.784193,-525919,-8943706,2292806,8730
206604,"Wright State University-Main Campus","Wright State University","Horizon League","Fairborn","Ohio","Raiders",2013,"wright-state-fy2013.pdf",12900,285922,0,39900,7813792,0,429241,371527,0,0,10288520,1348137,10974309,7853693,0.763345,7813792,0.759467,-685789,-8539482,2434827,282737,0,39456,7726762,0,424460,367389,0,0,10173926,1333122,10852077,7766218,0.763345,7726762,0.759467,-678151,-8444369,2407708,8542
206604,"Wright State University-Main Campus","Wright State University","Horizon League","Fairborn","Ohio","Raiders",2012,"wright-state-fy2012.pdf",12900,353840,0,58409,7959394,0,460548,360344,0,0,10253480,1060945,10546460,8017803,0.781959,7959394,0.776263,-292979,-8310782,2235677,343112,0,56638,7718084,0,446585,349419,0,0,9942619,1028781,10226716,7774722,0.781959,7718084,0.776263,-284097,-8058819,2167897,8354
206604,"Wright State University-Main Campus","Wright State University","Horizon League","Fairborn","Ohio","Raiders",2011,"wright-state-fy2011.pdf",12900,359449,0,36923,7880967,0,671709,351557,0,0,10325965,1025360,10518217,7917889,0.766794,7880967,0.763218,-192253,-8110142,2408075,338823,0,34804,7428748,0,633166,331384,0,0,9733449,966524,9914670,7463552,0.766794,7428748,0.763218,-181221,-7644773,2269897,8070
206604,"Wright State University-Main Campus","Wright State University","Horizon League","Fairborn","Ohio","Raiders",2010,"wright-state-fy2010.pdf",12900,317488,0,33856,7993791,0,489635,270438,0,0,10186038,1080829,10680879,8027648,0.788103,7993791,0.784779,-494840,-8522488,2158390,293093,0,31255,7379568,0,452013,249658,0,0,9403368,997781,9860186,7410823,0.788103,7379568,0.784779,-456818,-7867641,1992545,7797
206695,"Youngstown State University","Youngstown State University","Horizon League","Youngstown","Ohio","Penguins",2014,"youngstown-state-fy2014.pdf",10038,539682,0,0,10085921,0,809923,210190,54976,244772,14385066,2739350,14385066,10085921,0.701138,10085921,0.701138,0,-10085921,4299145,539682,0,0,10085921,0,809923,210190,54976,244772,14385066,2739350,14385066,10085921,0.701138,10085921,0.701138,0,-10085921,4299145,8327
206695,"Youngstown State University","Youngstown State University","Horizon League","Youngstown","Ohio","Penguins",2013,"youngstown-state-fy2013.pdf",10038,518620,0,0,10097840,0,752717,192703,47656,221377,13786543,2224663,13786543,10097840,0.732442,10097840,0.732442,0,-10097840,3688703,512844,0,0,9985370,0,744333,190557,47125,218911,13632988,2199884,13632988,9985370,0.732442,9985370,0.732442,0,-9985370,3647618,7898
206695,"Youngstown State University","Youngstown State University","Horizon League","Youngstown","Ohio","Penguins",2012,"youngstown-state-fy2012.pdf",10038,475423,0,0,8868808,0,838702,167801,53847,221020,12938998,2588263,12938998,8868808,0.685432,8868808,0.685432,0,-8868808,4070189,461009,0,0,8599927,0,813275,162714,52214,214319,12546718,2509793,12546718,8599927,0.685432,8599927,0.685432,0,-8599927,3946791,7712
206695,"Youngstown State University","Youngstown State University","Horizon League","Youngstown","Ohio","Penguins",2011,"youngstown-state-fy2011.pdf",10038,495910,0,0,9554056,0,735534,184384,56838,169364,13227830,2257946,13227830,9554056,0.722269,9554056,0.722269,0,-9554056,3673774,467454,0,0,9005833,0,693328,173804,53577,159646,12468802,2128383,12468802,9005833,0.722269,9005833,0.722269,0,-9005833,3462969,7451
206695,"Youngstown State University","Youngstown State University","Horizon League","Youngstown","Ohio","Penguins",2010,"youngstown-state-fy2010.pdf",10038,435444,0,0,9152610,0,684732,182130,50419,167039,12828458,2373542,12828458,9152610,0.713461,9152610,0.713461,0,-9152610,3675848,401986,0,0,8449346,0,632119,168136,46545,154204,11842751,2191164,11842751,8449346,0.713461,8449346,0.713461,0,-8449346,3393405,7199
185828,"New Jersey Institute of Technology","New Jersey Institute of Technology","Independent","Newark","New Jersey","Highlanders",2014,"new-jersey-institute-of-technology-fy2014.pdf",7305,7418,2283329,0,6662688,2953203,489279,817,0,127796,13136737,740003,12482364,11899220,0.905797,9615891,0.731985,654373,-11244847,1237517,7418,2283329,0,6662688,2953203,489279,817,0,127796,13136737,740003,12482364,11899220,0.905797,9615891,0.731985,654373,-11244847,1237517,15648
185828,"New Jersey Institute of Technology","New Jersey Institute of Technology","Independent","Newark","New Jersey","Highlanders",2013,"new-jersey-institute-of-technology-fy2013.pdf",7305,10626,2238952,0,6590175,2688214,355059,927,0,134219,13631831,1747878,12830691,11517341,0.844886,9278389,0.680641,801140,-10716200,2114490,10508,2214014,0,6516773,2658273,351104,917,0,132724,13479999,1728410,12687782,11389060,0.844886,9175046,0.680641,792217,-10596843,2090939,15218
185828,"New Jersey Institute of Technology","New Jersey Institute of Technology","Independent","Newark","New Jersey","Highlanders",2012,"new-jersey-institute-of-technology-fy2012.pdf",7305,9627,2028173,0,5960025,2635029,187824,10059,0,130826,11617361,786624,11041434,10623227,0.914427,8595054,0.739846,575927,-10047300,994134,9335,1966684,0,5779331,2555141,182130,9754,0,126860,11265150,762775,10706684,10301156,0.914427,8334472,0.739846,558466,-9742690,963994,14740
185828,"New Jersey Institute of Technology","New Jersey Institute of Technology","Independent","Newark","New Jersey","Highlanders",2011,"new-jersey-institute-of-technology-fy2011.pdf",7305,6169,1998680,0,6015519,2524696,98227,6583,0,134673,11394903,745030,10624203,10538895,0.924878,8540215,0.749477,770701,-9768194,856009,5815,1883993,0,5670342,2379826,92591,6205,0,126945,10741051,702279,10014574,9934161,0.924878,8050168,0.749477,726477,-9207684,806890,13974
185828,"New Jersey Institute of Technology","New Jersey Institute of Technology","Independent","Newark","New Jersey","Highlanders",2010,"new-jersey-institute-of-technology-fy2010.pdf",7305,7768,1982692,0,6424369,2614909,69863,0,0,129230,11863128,763526,11100466,11021970,0.929095,9039278,0.761964,762662,-10259308,841157,7171,1830347,0,5930736,2413986,64495,0,0,119300,10951594,704859,10247533,10175069,0.929095,8344722,0.761964,704061,-9471008,776525,13370
200800,"University of Akron Main Campus","University of Akron","Mid-American Conference","Akron","Ohio","Zips",2014,"university-of-akron-fy2014.pdf",18340,1687563,0,0,22654017,0,2538667,971746,0,196853,32774266,4922273,32050686,22654017,0.691214,22654017,0.691214,723580,-21930437,10120249,1687563,0,0,22654017,0,2538667,971746,0,196853,32774266,4922273,32050686,22654017,0.691214,22654017,0.691214,723580,-21930437,10120249,10320
200800,"University of Akron Main Campus","University of Akron","Mid-American Conference","Akron","Ohio","Zips",2013,"university-of-akron-fy2013.pdf",18340,1190386,19324391,0,1679032,0,1488360,774525,0,197608,28269026,3812332,28727707,21003423,0.742984,1679032,0.0593948,-458682,-21462105,7265603,1177127,19109155,0,1660331,0,1471783,765898,0,195407,27954164,3769870,28407737,20769486,0.742984,1660331,0.0593948,-453573,-21223059,7184678,10130
200800,"University of Akron Main Campus","University of Akron","Mid-American Conference","Akron","Ohio","Zips",2012,"university-of-akron-fy2012.pdf",18340,1674049,18251646,16488,1682692,0,1516305,659060,0,222952,28068441,4268201,28076956,19950826,0.710792,1682692,0.0599496,-8515,-19959342,8117615,1623296,17698300,15988,1631677,0,1470334,639079,0,216193,27217473,4138799,27225730,19345965,0.710792,1631677,0.0599496,-8257,-19354222,7871508,9863
200800,"University of Akron Main Campus","University of Akron","Mid-American Conference","Akron","Ohio","Zips",2011,"university-of-akron-fy2011.pdf",18340,1260010,18775669,15913,1743099,0,1392204,632031,0,173855,27141118,3322192,26887282,20534681,0.756589,1743099,0.0642236,253836,-20280845,6606437,1187709,17698300,15000,1643078,0,1312318,595764,0,163879,25583730,3131561,25344459,19356378,0.756589,1643078,0.0642236,239271,-19117107,6227352,9545
200800,"University of Akron Main Campus","University of Akron","Mid-American Conference","Akron","Ohio","Zips",2010,"university-of-akron-fy2010.pdf",18340,1661155,17548278,17159,1135252,0,1092388,650961,0,187053,26011041,3905848,26537406,18700689,0.718952,1135252,0.043645,-526365,-19227054,7310352,1533516,16199911,15841,1048022,0,1008452,600943,0,172680,24012416,3605731,24498336,17263774,0.718952,1048022,0.043645,-485920,-17749694,6748642,9247
150136,"Ball State University","Ball State University","Mid-American Conference","Muncie","Indiana","Cardinals",2014,"ball-state-fy2014.pdf",16588,1018482,11237600,0,4759768,1399962,1899703,721138,6267,0,23424359,2387706,25245450,17397330,0.742702,6159730,0.262963,-1821091,-19218421,6027029,1018482,11237600,0,4759768,1399962,1899703,721138,6267,0,23424359,2387706,25245450,17397330,0.742702,6159730,0.262963,-1821091,-19218421,6027029,9344
150136,"Ball State University","Ball State University","Mid-American Conference","Muncie","Indiana","Cardinals",2013,"ball-state-fy2013.pdf",16588,562025,11033188,0,3745704,1347271,1965110,523862,6211,77634,21556092,2378932,22983132,16126163,0.748102,5092975,0.236266,-1427040,-17553203,5429929,555765,10910300,0,3703984,1332265,1943223,518027,6142,76769,21315999,2352435,22727145,15946549,0.748102,5036249,0.236266,-1411146,-17357695,5369450,9610
150136,"Ball State University","Ball State University","Mid-American Conference","Muncie","Indiana","Cardinals",2012,"ball-state-fy2012.pdf",16588,1611814,10275220,0,3507429,1143863,1241556,610047,2743,22777,21790494,3400565,20805482,14926512,0.685001,4651292,0.213455,985012,-13941500,6863982,1562948,9963700,0,3401092,1109184,1203915,591552,2660,22086,21129858,3297467,20174709,14473976,0.685001,4510276,0.213455,955149,-13518827,6655882,8980
150136,"Ball State University","Ball State University","Mid-American Conference","Muncie","Indiana","Cardinals",2011,"ball-state-fy2011.pdf",16588,666992,9715211,0,4563374,1488249,1102300,762862,5949,65811,21730390,3431403,20693537,15766834,0.725566,6051623,0.278487,1036854,-14729980,5963557,628719,9157741,0,4301522,1402852,1039049,719088,5608,62035,20483476,3234505,19506118,14862115,0.725566,5704374,0.278487,977358,-13884757,5621361,8558
150136,"Ball State University","Ball State University","Mid-American Conference","Muncie","Indiana","Cardinals",2010,"ball-state-fy2010.pdf",16588,750917,9988925,0,4565486,1470114,1215244,637612,4973,31395,21808331,3180034,18791865,16024524,0.734789,6035600,0.276757,3016466,-13008059,5783807,693218,9221400,0,4214685,1357154,1121868,588619,4591,28983,20132632,2935688,17347944,14793239,0.734789,5571839,0.276757,2784688,-12008551,5339393,8214
201441,"Bowling Green State University-Main Campus","Bowling Green State University, Main Campus","Mid-American Conference","Bowling Green","Ohio","Falcons",2014,"bowling-green-state-fy2014.pdf",14764,1912792,12718603,0,0,2003838,1957702,661333,0,204494,23469664,4215396,23306965,14722441,0.627297,2003838,0.0853799,162699,-14559742,8747223,1912792,12718603,0,0,2003838,1957702,661333,0,204494,23469664,4215396,23306965,14722441,0.627297,2003838,0.0853799,162699,-14559742,8747223,10726
201441,"Bowling Green State University-Main Campus","Bowling Green State University, Main Campus","Mid-American Conference","Bowling Green","Ohio","Falcons",2013,"bowling-green-state-fy2013.pdf",14764,1883270,12548155,0,0,1929913,2488307,482193,0,216858,23877395,4545557,20934659,14478068,0.60635,1929913,0.0808259,2942736,-11535332,9399327,1862294,12408393,0,0,1908418,2460592,476822,0,214443,23611448,4494929,20701488,14316811,0.60635,1908418,0.080826,2909960,-11406851,9294637,10726
201441,"Bowling Green State University-Main Campus","Bowling Green State University, Main Campus","Mid-American Conference","Bowling Green","Ohio","Falcons",2012,"bowling-green-state-fy2012.xlsx",14764,1413163,12627177,0,438394,1874367,1236671,616285,0,110242,21380152,3174095,18962165,14939938,0.698776,2312761,0.108173,2417988,-12521951,6440214,1370319,12244351,0,425103,1817541,1199178,597601,0,106900,20731957,3077864,18387277,14486995,0.698776,2242644,0.108173,2344680,-12142315,6244962,10514
201441,"Bowling Green State University-Main Campus","Bowling Green State University, Main Campus","Mid-American Conference","Bowling Green","Ohio","Falcons",2011,"bowling-green-state-fy2011.xlsx",14764,1265273,11326927,0,435316,1872022,1319910,419534,0,113407,21384423,4745442,19128715,13634265,0.637579,2307338,0.107898,2255708,-11378556,7750159,1192670,10676975,0,410337,1764603,1244172,395461,0,106900,20157361,4473143,18031088,12851915,0.637579,2174940,0.107898,2126273,-10725642,7305446,10044
201441,"Bowling Green State University-Main Campus","Bowling Green State University, Main Campus","Mid-American Conference","Bowling Green","Ohio","Falcons",2010,"bowling-green-state-fy2010.pdf",14764,1207594,10287746,0,444491,1820453,1318810,544917,0,103381,20419784,4795773,19335969,12552690,0.614732,2264944,0.110919,1083816,-11468874,7867094,1114805,9497261,0,410337,1680574,1217476,503047,0,95437,18850778,4427278,17850240,11588172,0.614732,2090911,0.110919,1000538,-10587634,7262606,9704
196088,"University at Buffalo","University at Buffalo","Mid-American Conference","Buffalo","New York","Bulls",2014,"university-at-buffalo-fy2014.pdf",24816,1285778,8168727,0,13581712,2228622,2505034,793685,0,156407,31277980,2714422,31134149,23979061,0.766644,15810334,0.505478,143831,-23835230,7298919,1285778,8168727,0,13581712,2228622,2505034,793685,0,156407,31277980,2714422,31134149,23979061,0.766644,15810334,0.505478,143831,-23835230,7298919,8871
196088,"University at Buffalo","University at Buffalo","Mid-American Conference","Buffalo","New York","Bulls",2013,"university-at-buffalo-fy2013.pdf",24816,955409,8042363,0,12276893,2020005,2395201,881693,5292,147649,29290286,2718723,29286319,22339261,0.762685,14296898,0.488111,3967,-22335293,6951026,944768,7952787,0,12140152,1997506,2368523,871873,5233,146004,28964050,2688441,28960127,22090445,0.762685,14137658,0.488111,3923,-22086522,6873605,8426
196088,"University at Buffalo","University at Buffalo","Mid-American Conference","Buffalo","New York","Bulls",2012,"university-at-buffalo-fy2012.pdf",24816,1093106,8063504,0,10547919,2137171,1720843,971329,3934,191802,28339394,3805522,28337288,20748594,0.732147,12685090,0.447613,2106,-20746488,7590800,1059966,7819038,0,10228131,2072377,1668671,941881,3815,185987,27480211,3690147,27478169,20119546,0.732147,12300508,0.447613,2042,-20117504,7360665,7989
196088,"University at Buffalo","University at Buffalo","Mid-American Conference","Buffalo","New York","Bulls",2011,"university-at-buffalo-fy2011.pdf",24816,1054738,8353401,0,11221231,2516458,1589052,1000099,5974,155603,27824638,2089660,27817914,22091090,0.79394,13737689,0.493724,6724,-22084366,5733549,994216,7874073,0,10577344,2372061,1497870,942712,5631,146674,26228029,1969753,26221691,20823478,0.79394,12949405,0.493724,6338,-20817140,5404551,7482
196088,"University at Buffalo","University at Buffalo","Mid-American Conference","Buffalo","New York","Bulls",2010,"university-at-buffalo-fy2010.pdf",24816,1190933,8058626,0,10868268,2506293,1372868,967157,0,106168,27497878,2533732,27494715,21433188,0.779449,13374561,0.486385,3163,-21430025,6064690,1099425,7439421,0,10033177,2313716,1267380,892843,0,98010,25385008,2339046,25382088,19786314,0.779449,12346893,0.486385,2920,-19783394,5598694,7136
169248,"Central Michigan University","Central Michigan University","Mid-American Conference","Mount Pleasant","Michigan","Chippewas",2014,"central-michigan-fy2014.pdf",19653,691173,0,0,21605613,0,932564,265700,29379,859169,29281777,5786727,29281777,21605613,0.737852,21605613,0.737852,0,-21605613,7676164,691173,0,0,21605613,0,932564,265700,29379,859169,29281777,5786727,29281777,21605613,0.737852,21605613,0.737852,0,-21605613,7676164,11550
169248,"Central Michigan University","Central Michigan University","Mid-American Conference","Mount Pleasant","Michigan","Chippewas",2013,"central-michigan-fy2013.pdf",19653,1864151,76047,0,18705971,0,1287190,1032856,1444511,83245,27992402,5026188,27493723,18782018,0.670968,18705971,0.668252,498679,-18283339,9210385,1843388,75200,0,18497623,0,1272853,1021352,1428422,82318,27680622,4970206,27187497,18572823,0.670968,18497623,0.668252,493125,-18079698,9107799,11220
169248,"Central Michigan University","Central Michigan University","Mid-American Conference","Mount Pleasant","Michigan","Chippewas",2012,"central-michigan-fy2012.pdf",19653,714021,0,0,17800622,0,1222191,1041350,46665,0,26543600,5765415,26543600,17800622,0.670618,17800622,0.670618,0,-17800622,8742977,692374,0,0,17260950,0,1185137,1009779,45250,0,25738861,5590621,25738861,17260950,0.670618,17260950,0.670618,0,-17260950,8477911,10950
169248,"Central Michigan University","Central Michigan University","Mid-American Conference","Mount Pleasant","Michigan","Chippewas",2011,"central-michigan-fy2011.pdf",19653,847361,0,0,17621199,0,1134835,1228646,11837,131663,24931128,4099087,24849556,17621199,0.706795,17621199,0.706795,81573,-17539627,7309929,798738,0,0,16610075,0,1069717,1158145,11158,124108,23500552,3863877,23423660,16610075,0.706795,16610075,0.706795,76892,-16533183,6890477,10740
169248,"Central Michigan University","Central Michigan University","Mid-American Conference","Mount Pleasant","Michigan","Chippewas",2010,"central-michigan-fy2010.pdf",19653,1238550,0,0,17827722,0,1564245,1164973,47433,69775,26759214,4963724,26111005,17827722,0.666227,17827722,0.666227,648209,-17179513,8931492,1143383,0,0,16457883,0,1444052,1075459,43788,64414,24703101,4582324,24104699,16457883,0.666227,16457883,0.666227,598402,-15859481,8245218,10380
169798,"Eastern Michigan University","Eastern Michigan University","Mid-American Conference","Ypsilanti","Michigan","Eagles",2014,"eastern-michigan-fy2014.pdf",14493,148738,1572843,0,17136124,6374741,2250161,3363,0,50601,30081523,2595553,30081523,25083708,0.833858,23510865,0.781572,0,-25083708,4997815,148738,1572843,0,17136124,6374741,2250161,3363,0,50601,30081523,2595553,30081523,25083708,0.833858,23510865,0.781572,0,-25083708,4997815,9663
169798,"Eastern Michigan University","Eastern Michigan University","Mid-American Conference","Ypsilanti","Michigan","Eagles",2013,"eastern-michigan-fy2013.pdf",14493,371172,1590559,0,15066211,5959857,2250151,4417,0,98544,28110755,2868388,28110755,22616627,0.804554,21026068,0.747972,0,-22616627,5494128,367038,1572843,0,14898403,5893476,2225089,4368,0,97446,27797656,2836439,27797656,22364722,0.804554,20791879,0.747972,0,-22364722,5432934,9364
169798,"Eastern Michigan University","Eastern Michigan University","Mid-American Conference","Ypsilanti","Michigan","Eagles",2012,"eastern-michigan-fy2012.pdf",14493,179412,1622019,0,17280840,6155785,2382245,18888,0,0,29971572,2332383,28667240,25058643,0.83608,23436625,0.781962,1304331,-23754312,4912928,173973,1572843,0,16756926,5969156,2310021,18315,0,0,29062905,2261671,27798118,24298925,0.83608,22726082,0.781962,1264787,-23034138,4763980,9026
169798,"Eastern Michigan University","Eastern Michigan University","Mid-American Conference","Ypsilanti","Michigan","Eagles",2011,"eastern-michigan-fy2011.pdf",14493,408493,1668589,0,16722464,5759187,1841718,20181,0,0,29404908,2984277,27552033,24150239,0.8213,22481651,0.764554,1852875,-22297364,5254669,385053,1572843,0,15762910,5428718,1736038,19023,0,0,27717621,2813036,25971066,22764471,0.8213,21191628,0.764554,1746555,-21017916,4953150,8683
