no_id,gen_id,vial_id,genvial_id,diet_group,lineage,F2_diet,F1_diet,F0_diet,sex,mass_mg,dev_L1-LP,dev_LP-A,dev_L1-A,ovar_no,wing_length
1126,F1,1,F1-1,PP,P,poor,poor,,f,1,6.5,5,11.5,,1.797
1210,F1,6,F1-6,PP,P,poor,poor,,f,1.7,5.5,4,9.5,,1.804
1038,F1,4,F1-4,RP,R,poor,rich,,f,1.4,6.5,4,10.5,30,1.806
930,F1,2,F1-2,RP,R,poor,rich,,f,1.1,6.5,4,10.5,30,1.812
1008,F1,7,F1-7,RS,R,std,rich,,f,1.5,5.5,5,10.5,27,1.822
1176,F1,8,F1-8,RP,R,poor,rich,,f,0.9,9.5,4,13.5,,1.824
1039,F1,4,F1-4,RP,R,poor,rich,,f,1.6,6.5,4,10.5,,1.825
802,F1,1,F1-1,SS,S,std,std,,f,1.3,5.5,4,9.5,34,1.827
1296,F1,9,F1-9,PP,P,poor,poor,,f,1.3,7.5,4,11.5,,1.83
1288,F1,8,F1-8,PP,P,poor,poor,,f,1,7.5,4,11.5,26,1.831
849,F1,1,F1-1,RP,R,poor,rich,,f,0.7,5.5,5,10.5,,1.831
1255,F1,4,F1-4,PP,P,poor,poor,,f,1,6.5,5,11.5,26,1.835
1090,F1,6,F1-6,RP,R,poor,rich,,f,1.1,7.5,4,11.5,26,1.839
1007,F1,7,F1-7,RS,R,std,rich,,f,1.5,5.5,5,10.5,28,1.84
1094,F1,3,F1-3,PR,P,rich,poor,,f,1.8,4.5,5,9.5,41,1.84
1037,F1,4,F1-4,RP,R,poor,rich,,f,1.6,6.5,4,10.5,,1.841
1233,F1,4,F1-4,PP,P,poor,poor,,f,1.2,6.5,4,10.5,,1.843
1063,F1,6,F1-6,RP,R,poor,rich,,f,0.9,6.5,5,11.5,,1.844
1204,F1,1,F1-1,PP,P,poor,poor,,f,1.4,8.5,4,12.5,,1.845
1253,F1,4,F1-4,PP,P,poor,poor,,f,0.9,6.5,5,11.5,,1.846
1262,F1,5,F1-5,RP,R,poor,rich,,f,1.1,12.5,4,16.5,,1.846
1271,F1,1,F1-1,PP,P,poor,poor,,f,1.1,10.5,3,13.5,,1.851
1274,F1,4,F1-4,PP,P,poor,poor,,f,1.1,7.5,4,11.5,,1.851
1302,F1,9,F1-9,PP,P,poor,poor,,f,1.3,8.5,4,12.5,22,1.86
1273,F1,4,F1-4,PP,P,poor,poor,,f,1.1,7.5,4,11.5,,1.861
829,F1,2,F1-2,RP,R,poor,rich,,f,1.5,5.5,4,9.5,31,1.868
1258,F1,6,F1-6,PP,P,poor,poor,,f,1.1,6.5,5,11.5,,1.868
1087,F1,3,F1-3,PR,P,rich,poor,,f,1.3,4.5,4,8.5,,1.87
850,F1,1,F1-1,RP,R,poor,rich,,f,0.7,5.5,5,10.5,35,1.874
1035,F1,3,F1-3,RP,R,poor,rich,,f,1.3,7.5,4,11.5,,1.875
1252,F1,3,F1-3,PP,P,poor,poor,,f,1,6.5,5,11.5,23,1.876
1289,F1,9,F1-9,PP,P,poor,poor,,f,1.4,7.5,4,11.5,,1.876
924,F1,1,F1-1,RP,R,poor,rich,,f,1.4,6.5,4,10.5,,1.876
1283,F1,3,F1-3,PP,P,poor,poor,,f,1.2,8.5,3,11.5,29,1.88
1004,F1,6,F1-6,RS,R,std,rich,,f,1.5,5.5,4,9.5,,1.88
1000,F1,5,F1-5,RS,R,std,rich,,f,1.6,5.5,5,10.5,28,1.884
1234,F1,4,F1-4,PP,P,poor,poor,,f,1.2,6.5,4,10.5,,1.885
925,F1,1,F1-1,RP,R,poor,rich,,f,1.2,6.5,4,10.5,27,1.886
929,F1,2,F1-2,RP,R,poor,rich,,f,1.1,6.5,4,10.5,33,1.892
1275,F1,5,F1-5,PP,P,poor,poor,,f,1.4,7.5,4,11.5,32,1.894
1036,F1,3,F1-3,RP,R,poor,rich,,f,1.2,7.5,4,11.5,,1.894
1083,F1,9,F1-9,SS,S,std,std,,f,1.6,5.5,4,9.5,38,1.899
1174,F1,1,F1-1,PP,P,poor,poor,,f,1.1,7.5,4,11.5,,1.9
1124,F1,3,F1-3,PS,P,std,poor,,f,1.2,4.5,4,8.5,21,1.902
1231,F1,2,F1-2,PP,P,poor,poor,,f,1.2,7.5,4,11.5,,1.903
1251,F1,3,F1-3,PP,P,poor,poor,,f,0.8,6.5,4,10.5,,1.904
1279,F1,10,F1-10,PP,P,poor,poor,,f,1.2,6.5,4,10.5,,1.904
936,F1,4,F1-4,RP,R,poor,rich,,f,1.1,5.5,4,9.5,,1.904
1259,F1,6,F1-6,PP,P,poor,poor,,f,1.2,6.5,5,11.5,33,1.909
934,F1,3,F1-3,RP,R,poor,rich,,f,1.3,6.5,4,10.5,,1.91
1071,F1,8,F1-8,SS,S,std,std,,f,1.5,5.5,4,9.5,30,1.911
1093,F1,9,F1-9,SS,S,std,std,,f,1.7,5.5,5,10.5,34,1.911
1236,F1,4,F1-4,PP,P,poor,poor,,f,1.1,6.5,4,10.5,31,1.912
1297,F1,9,F1-9,PP,P,poor,poor,,f,1.6,7.5,4,11.5,29,1.914
1256,F1,5,F1-5,PP,P,poor,poor,,f,1.1,6.5,4,10.5,,1.914
817,F1,3,F1-3,SS,S,std,std,,f,1.5,5.5,4,9.5,30,1.916
1123,F1,3,F1-3,PS,P,std,poor,,f,1.1,4.5,4,8.5,,1.916
1079,F1,1,F1-1,PS,P,std,poor,,f,1.2,5.5,5,10.5,32,1.919
1260,F1,6,F1-6,PP,P,poor,poor,,f,1.1,6.5,5,11.5,,1.919
1294,F1,7,F1-7,PP,P,poor,poor,,f,1.6,7.5,4,11.5,30,1.925
1111,F1,2,F1-2,PS,P,std,poor,,f,1.1,5.5,4,9.5,,1.927
803,F1,1,F1-1,SS,S,std,std,,f,1.2,5.5,4,9.5,,1.927
1281,F1,1,F1-1,PP,P,poor,poor,,f,1.2,11.5,4,15.5,12,1.93
969,F1,6,F1-6,SS,S,std,std,,f,1.5,5.5,4,9.5,,1.93
1013,F1,3,F1-3,RP,R,poor,rich,,f,1.6,6.5,4,10.5,,1.932
945,F1,4,F1-4,SS,S,std,std,,f,1.5,5.5,4,9.5,36,1.933
1119,F1,2,F1-2,PS,P,std,poor,,f,1.1,5.5,4,9.5,34,1.934
1246,F1,9,F1-9,PS,P,std,poor,,f,1.2,5.5,5,10.5,,1.934
1257,F1,5,F1-5,PP,P,poor,poor,,f,1.1,6.5,5,11.5,27,1.936
1006,F1,7,F1-7,RS,R,std,rich,,f,1.7,5.5,4,9.5,,1.936
1239,F1,6,F1-6,PP,P,poor,poor,,f,1.1,6.5,4,10.5,33,1.938
1303,F1,9,F1-9,PP,P,poor,poor,,f,1.2,8.5,4,12.5,27,1.939
795,F1,3,F1-3,RS,R,std,rich,,f,1.4,5.5,4,9.5,,1.939
1263,F1,8,F1-8,RP,R,poor,rich,,f,1.1,11.5,4,15.5,28,1.944
788,F1,2,F1-2,RS,R,std,rich,,f,1.3,5.5,4,9.5,,1.944
1235,F1,4,F1-4,PP,P,poor,poor,,f,1.2,6.5,4,10.5,31,1.945
860,F1,1,F1-1,SS,S,std,std,,f,1,5.5,5,10.5,35,1.945
1107,F1,9,F1-9,SS,S,std,std,,f,1.4,6.5,4,10.5,33,1.946
1113,F1,4,F1-4,PR,P,rich,poor,,f,1.2,3.5,5,8.5,,1.946
970,F1,6,F1-6,SS,S,std,std,,f,1.5,5.5,4,9.5,27,1.947
997,F1,5,F1-5,RS,R,std,rich,,f,1.9,5.5,4,9.5,34,1.947
1122,F1,2,F1-2,PS,P,std,poor,,f,1.4,5.5,4,9.5,34,1.95
1043,F1,7,F1-7,SS,S,std,std,,f,1.8,5.5,4,9.5,,1.95
1299,F1,7,F1-7,PP,P,poor,poor,,f,1.3,8.5,4,12.5,,1.952
967,F1,6,F1-6,SS,S,std,std,,f,1.7,5.5,4,9.5,34,1.953
859,F1,1,F1-1,SS,S,std,std,,f,1,5.5,4,9.5,37,1.953
1250,F1,3,F1-3,PP,P,poor,poor,,f,1.2,6.5,4,10.5,,1.953
1232,F1,3,F1-3,PP,P,poor,poor,,f,1.2,6.5,4,10.5,,1.954
1266,F1,8,F1-8,PS,P,std,poor,,f,1.2,6.5,4,10.5,,1.954
1269,F1,9,F1-9,PS,P,std,poor,,f,1.4,6.5,4,10.5,,1.954
1067,F1,7,F1-7,SS,S,std,std,,f,1.3,5.5,5,10.5,41,1.955
1120,F1,2,F1-2,PS,P,std,poor,,f,1.4,5.5,4,9.5,,1.955
938,F1,4,F1-4,RP,R,poor,rich,,f,1.3,5.5,4,9.5,31,1.956
1209,F1,2,F1-2,PP,P,poor,poor,,f,1.6,6.5,4,10.5,,1.956
1272,F1,3,F1-3,PP,P,poor,poor,,f,1.1,7.5,4,11.5,25,1.957
842,F1,2,F1-2,RS,R,std,rich,,f,0.8,5.5,4,9.5,34,1.958
1064,F1,6,F1-6,RP,R,poor,rich,,f,1.4,6.5,5,11.5,,1.959
890,F1,4,F1-4,RS,R,std,rich,,f,1.9,5.5,4,9.5,,1.962
1240,F1,6,F1-6,PP,P,poor,poor,,f,1.1,6.5,4,10.5,32,1.963
1015,F1,2,F1-2,PR,P,rich,poor,,f,1.9,4.5,5,9.5,34,1.963
1084,F1,9,F1-9,SS,S,std,std,,f,1.6,5.5,4,9.5,38,1.963
864,F1,2,F1-2,SS,S,std,std,,f,1,5.5,5,10.5,37,1.964
1026,F1,8,F1-8,RS,R,std,rich,,f,1.5,5.5,4,9.5,,1.964
811,F1,2,F1-2,SS,S,std,std,,f,2.1,5.5,4,9.5,32,1.966
1060,F1,2,F1-2,PR,P,rich,poor,,f,2,5.5,4,9.5,,1.966
1068,F1,7,F1-7,SS,S,std,std,,f,1.1,5.5,5,10.5,,1.966
971,F1,6,F1-6,SS,S,std,std,,f,1.6,5.5,4,9.5,41,1.968
1160,F1,4,F1-4,PS,P,std,poor,,f,1.4,4.5,5,9.5,,1.968
899,F1,5,F1-5,RS,R,std,rich,,f,1.7,5.5,4,9.5,,1.968
793,F1,3,F1-3,RS,R,std,rich,,f,1.2,5.5,4,9.5,33,1.969
794,F1,3,F1-3,RS,R,std,rich,,f,1.4,5.5,4,9.5,35,1.969
1080,F1,1,F1-1,PS,P,std,poor,,f,1.4,5.5,5,10.5,37,1.969
1264,F1,7,F1-7,PS,P,std,poor,,f,1.5,6.5,4,10.5,,1.969
903,F1,5,F1-5,RS,R,std,rich,,f,1.8,5.5,4,9.5,,1.969
1286,F1,5,F1-5,PP,P,poor,poor,,f,1.2,8.5,4,12.5,,1.97
1154,F1,2,F1-2,PS,P,std,poor,,f,1.3,6.5,4,10.5,31,1.971
1200,F1,5,F1-5,PS,P,std,poor,,f,1.7,5.5,4,9.5,37,1.971
736,F1,4,F1-4,RR,R,rich,rich,,f,1.8,3.5,5,8.5,37,1.972
966,F1,6,F1-6,SS,S,std,std,,f,1.5,5.5,4,9.5,,1.972
880,F1,8,F1-8,RR,R,rich,rich,,f,1.9,4.5,4,8.5,38,1.974
1202,F1,6,F1-6,PS,P,std,poor,,f,1.8,5.5,4,9.5,,1.974
1261,F1,6,F1-6,PP,P,poor,poor,,f,1.3,6.5,5,11.5,32,1.975
1290,F1,10,F1-10,PP,P,poor,poor,,f,1.6,7.5,4,11.5,,1.975
704,F1,1,F1-1,RR,R,rich,rich,,f,1.5,3.5,5,8.5,48,1.976
1125,F1,3,F1-3,PS,P,std,poor,,f,1.5,4.5,4,8.5,,1.976
772,F1,7,F1-7,RR,R,rich,rich,,f,1.6,4.5,4,8.5,36,1.977
763,F1,6,F1-6,RR,R,rich,rich,,f,1.8,4.5,4,8.5,,1.977
1121,F1,2,F1-2,PS,P,std,poor,,f,1.3,5.5,4,9.5,34,1.978
863,F1,2,F1-2,SS,S,std,std,,f,1.1,5.5,5,10.5,35,1.978
1150,F1,10,F1-10,PR,P,rich,poor,,f,1.5,3.5,5,8.5,38,1.978
992,F1,4,F1-4,RS,R,std,rich,,f,1.7,5.5,4,9.5,,1.978
1166,F1,5,F1-5,PS,P,std,poor,,f,1.2,4.5,4,8.5,36,1.979
739,F1,4,F1-4,RR,R,rich,rich,,f,1.8,3.5,5,8.5,36,1.979
714,F1,2,F1-2,RR,R,rich,rich,,f,1.7,3.5,6,9.5,38,1.979
1137,F1,4,F1-4,PR,P,rich,poor,,f,1.4,4.5,4,8.5,,1.979
1109,F1,9,F1-9,SS,S,std,std,,f,1,6.5,4,10.5,,1.98
818,F1,3,F1-3,SS,S,std,std,,f,2,5.5,4,9.5,36,1.981
1287,F1,7,F1-7,PP,P,poor,poor,,f,1.2,7.5,3,10.5,28,1.982
999,F1,5,F1-5,RS,R,std,rich,,f,1.8,5.5,4,9.5,33,1.982
771,F1,7,F1-7,RR,R,rich,rich,,f,1.4,4.5,4,8.5,,1.982
781,F1,1,F1-1,RS,R,std,rich,,f,1.2,5.5,4,9.5,33,1.983
881,F1,8,F1-8,RR,R,rich,rich,,f,1.8,4.5,4,8.5,34,1.983
1198,F1,4,F1-4,PS,P,std,poor,,f,1.7,5.5,4,9.5,29,1.984
1298,F1,7,F1-7,PP,P,poor,poor,,f,1.4,8.5,4,12.5,27,1.985
1149,F1,7,F1-7,PR,P,rich,poor,,f,1.2,3.5,5,8.5,,1.985
773,F1,7,F1-7,RR,R,rich,rich,,f,1.6,4.5,4,8.5,,1.985
1168,F1,5,F1-5,PS,P,std,poor,,f,1.6,4.5,4,8.5,37,1.986
1044,F1,7,F1-7,SS,S,std,std,,f,2,5.5,4,9.5,,1.986
1216,F1,7,F1-7,PS,P,std,poor,,f,1.2,5.5,3,8.5,,1.987
1053,F1,8,F1-8,SS,S,std,std,,f,2,5.5,4,9.5,,1.987
954,F1,5,F1-5,SS,S,std,std,,f,1.7,5.5,4,9.5,36,1.988
1276,F1,5,F1-5,PP,P,poor,poor,,f,1.2,7.5,4,11.5,33,1.989
1217,F1,7,F1-7,PS,P,std,poor,,f,1.1,5.5,3,8.5,,1.989
750,F1,7,F1-7,RR,R,rich,rich,,f,2,3.5,5,8.5,30,1.99
902,F1,5,F1-5,RS,R,std,rich,,f,1.7,5.5,4,9.5,32,1.99
841,F1,2,F1-2,RS,R,std,rich,,f,1.1,5.5,5,10.5,34,1.99
968,F1,6,F1-6,SS,S,std,std,,f,1.7,5.5,4,9.5,36,1.99
1152,F1,10,F1-10,PR,P,rich,poor,,f,1.3,3.5,5,8.5,42,1.99
1228,F1,10,F1-10,PS,P,std,poor,,f,1.4,5.5,4,9.5,,1.99
1066,F1,7,F1-7,SS,S,std,std,,f,1.5,5.5,5,10.5,,1.99
819,F1,3,F1-3,SS,S,std,std,,f,1.7,5.5,4,9.5,39,1.992
866,F1,2,F1-2,SS,S,std,std,,f,1,5.5,4,9.5,49,1.992
1197,F1,4,F1-4,PS,P,std,poor,,f,1.8,5.5,4,9.5,34,1.993
1135,F1,4,F1-4,PR,P,rich,poor,,f,1.3,4.5,4,8.5,,1.993
1238,F1,5,F1-5,PP,P,poor,poor,,f,1.1,6.5,4,10.5,30,1.995
820,F1,3,F1-3,SS,S,std,std,,f,1.8,5.5,4,9.5,38,1.995
727,F1,3,F1-3,RR,R,rich,rich,,f,1.6,3.5,5,8.5,38,1.996
717,F1,2,F1-2,RR,R,rich,rich,,f,1.3,3.5,5,8.5,32,1.997
1165,F1,5,F1-5,PS,P,std,poor,,f,1.2,4.5,4,8.5,35,1.997
957,F1,5,F1-5,SS,S,std,std,,f,1.6,5.5,4,9.5,39,1.997
1293,F1,7,F1-7,PP,P,poor,poor,,f,1.5,7.5,4,11.5,29,1.998
703,F1,1,F1-1,RR,R,rich,rich,,f,1.7,3.5,5,8.5,34,1.998
761,F1,6,F1-6,RR,R,rich,rich,,f,1.5,4.5,4,8.5,46,1.998
887,F1,4,F1-4,RS,R,std,rich,,f,1.7,5.5,4,9.5,,1.998
923,F1,1,F1-1,RP,R,poor,rich,,f,1.3,6.5,4,10.5,35,1.999
1139,F1,5,F1-5,PR,P,rich,poor,,f,1.6,4.5,4,8.5,38,1.999
743,F1,4,F1-4,RR,R,rich,rich,,f,1.9,3.5,5,8.5,,1.999
1268,F1,8,F1-8,PS,P,std,poor,,f,1.4,6.5,4,10.5,36,2
770,F1,7,F1-7,RR,R,rich,rich,,f,1.5,4.5,4,8.5,38,2
728,F1,3,F1-3,RR,R,rich,rich,,f,2,3.5,5,8.5,43,2
1205,F1,2,F1-2,PP,P,poor,poor,,f,1.3,6.5,4,10.5,31,2.001
1206,F1,2,F1-2,PP,P,poor,poor,,f,1.4,6.5,4,10.5,32,2.001
915,F1,6,F1-6,RS,R,std,rich,,f,1.9,5.5,4,9.5,35,2.001
1114,F1,5,F1-5,PR,P,rich,poor,,f,1.3,3.5,4,7.5,,2.001
1028,F1,8,F1-8,RS,R,std,rich,,f,1.5,5.5,4,9.5,36,2.002
946,F1,4,F1-4,SS,S,std,std,,f,1.6,5.5,4,9.5,39,2.002
943,F1,4,F1-4,SS,S,std,std,,f,1.5,5.5,4,9.5,,2.002
998,F1,5,F1-5,RS,R,std,rich,,f,1.8,5.5,4,9.5,,2.003
746,F1,6,F1-6,RR,R,rich,rich,,f,2.1,3.5,5,8.5,34,2.004
1072,F1,3,F1-3,PR,P,rich,poor,,f,1.5,3.5,4,7.5,36,2.004
780,F1,1,F1-1,RS,R,std,rich,,f,1.4,5.5,4,9.5,40,2.004
1172,F1,6,F1-6,PS,P,std,poor,,f,1.5,4.5,5,9.5,,2.004
1065,F1,7,F1-7,SS,S,std,std,,f,1.5,5.5,5,10.5,,2.004
1179,F1,7,F1-7,PR,P,rich,poor,,f,1.7,4.5,4,8.5,34,2.005
782,F1,1,F1-1,RS,R,std,rich,,f,1.3,5.5,4,9.5,35,2.005
913,F1,6,F1-6,RS,R,std,rich,,f,1.9,5.5,4,9.5,37,2.005
1074,F1,3,F1-3,PR,P,rich,poor,,f,1.4,3.5,5,8.5,38,2.005
846,F1,3,F1-3,RS,R,std,rich,,f,1.3,5.5,5,10.5,,2.006
1171,F1,6,F1-6,PS,P,std,poor,,f,1.2,4.5,5,9.5,38,2.007
716,F1,2,F1-2,RR,R,rich,rich,,f,1.3,3.5,5,8.5,40,2.007
810,F1,2,F1-2,SS,S,std,std,,f,1.7,5.5,4,9.5,43,2.007
1227,F1,10,F1-10,PS,P,std,poor,,f,1.3,5.5,3,8.5,35,2.008
747,F1,6,F1-6,RR,R,rich,rich,,f,1.9,3.5,4,7.5,42,2.008
1199,F1,5,F1-5,PS,P,std,poor,,f,2,5.5,4,9.5,,2.008
705,F1,1,F1-1,RR,R,rich,rich,,f,1.6,3.5,5,8.5,,2.008
1170,F1,6,F1-6,PS,P,std,poor,,f,1.4,4.5,4,8.5,36,2.009
847,F1,3,F1-3,RS,R,std,rich,,f,1.3,5.5,4,9.5,41,2.009
1115,F1,5,F1-5,PR,P,rich,poor,,f,1.1,3.5,4,7.5,,2.009
1092,F1,9,F1-9,SS,S,std,std,,f,1.7,5.5,4,9.5,33,2.01
738,F1,4,F1-4,RR,R,rich,rich,,f,1.7,3.5,5,8.5,46,2.01
996,F1,5,F1-5,RS,R,std,rich,,f,1.9,5.5,5,10.5,,2.01
836,F1,1,F1-1,RS,R,std,rich,,f,1.4,5.5,4,9.5,34,2.011
1106,F1,9,F1-9,SS,S,std,std,,f,1.1,6.5,3,9.5,,2.011
1187,F1,8,F1-8,PR,P,rich,poor,,f,1.7,4.5,4,8.5,,2.012
1196,F1,4,F1-4,PS,P,std,poor,,f,1.9,5.5,4,9.5,25,2.013
865,F1,2,F1-2,SS,S,std,std,,f,1.1,5.5,4,9.5,35,2.013
1153,F1,10,F1-10,PR,P,rich,poor,,f,1.5,3.5,5,8.5,36,2.013
1085,F1,9,F1-9,SS,S,std,std,,f,1.6,5.5,4,9.5,39,2.013
1278,F1,6,F1-6,PP,P,poor,poor,,f,1.3,7.5,4,11.5,,2.013
1116,F1,6,F1-6,PR,P,rich,poor,,f,1.1,3.5,4,7.5,,2.013
1219,F1,8,F1-8,PS,P,std,poor,,f,1.5,5.5,3,8.5,,2.013
891,F1,4,F1-4,RS,R,std,rich,,f,1.9,5.5,4,9.5,,2.013
1138,F1,5,F1-5,PR,P,rich,poor,,f,1.2,4.5,4,8.5,34,2.014
871,F1,3,F1-3,SS,S,std,std,,f,1.2,5.5,5,10.5,39,2.014
713,F1,2,F1-2,RR,R,rich,rich,,f,1.5,3.5,5,8.5,45,2.014
745,F1,6,F1-6,RR,R,rich,rich,,f,1.9,3.5,5,8.5,48,2.014
904,F1,5,F1-5,RS,R,std,rich,,f,1.8,5.5,4,9.5,,2.014
749,F1,7,F1-7,RR,R,rich,rich,,f,1.9,3.5,5,8.5,39,2.015
1157,F1,3,F1-3,PS,P,std,poor,,f,1.3,5.5,4,9.5,,2.015
1018,F1,9,F1-9,RR,R,rich,rich,,f,1.6,4.5,4,8.5,,2.015
958,F1,5,F1-5,SS,S,std,std,,f,1.6,5.5,4,9.5,33,2.016
956,F1,5,F1-5,SS,S,std,std,,f,1.7,5.5,4,9.5,42,2.016
1164,F1,5,F1-5,PS,P,std,poor,,f,1.2,4.5,5,9.5,35,2.017
1220,F1,9,F1-9,PS,P,std,poor,,f,1.6,5.5,3,8.5,24,2.019
1076,F1,1,F1-1,PS,P,std,poor,,f,1.4,5.5,4,9.5,33,2.019
1148,F1,6,F1-6,PR,P,rich,poor,,f,1.5,3.5,4,7.5,44,2.019
1265,F1,7,F1-7,PS,P,std,poor,,f,1.7,6.5,4,10.5,32,2.02
1110,F1,2,F1-2,PS,P,std,poor,,f,1.3,5.5,4,9.5,36,2.02
978,F1,1,F1-1,PR,P,rich,poor,,f,1.7,4.5,4,8.5,,2.02
1027,F1,8,F1-8,RS,R,std,rich,,f,1.5,5.5,4,9.5,32,2.021
840,F1,2,F1-2,RS,R,std,rich,,f,1.2,5.5,4,9.5,38,2.021
1213,F1,7,F1-7,PS,P,std,poor,,f,1.5,5.5,3,8.5,,2.021
870,F1,3,F1-3,SS,S,std,std,,f,1.5,5.5,5,10.5,39,2.022
1147,F1,6,F1-6,PR,P,rich,poor,,f,1.6,4.5,5,9.5,,2.023
989,F1,9,F1-9,RR,R,rich,rich,,f,1.7,3.5,5,8.5,,2.023
1134,F1,4,F1-4,PR,P,rich,poor,,f,1.6,4.5,4,8.5,38,2.024
729,F1,3,F1-3,RR,R,rich,rich,,f,1.6,3.5,5,8.5,40,2.024
1163,F1,4,F1-4,PS,P,std,poor,,f,1.4,4.5,4,8.5,35,2.025
744,F1,6,F1-6,RR,R,rich,rich,,f,1.9,3.5,5,8.5,38,2.025
1056,F1,2,F1-2,PR,P,rich,poor,,f,2.3,5.5,4,9.5,,2.025
1237,F1,5,F1-5,PP,P,poor,poor,,f,1.3,6.5,4,10.5,30,2.026
955,F1,5,F1-5,SS,S,std,std,,f,1.5,5.5,4,9.5,35,2.026
1086,F1,3,F1-3,PR,P,rich,poor,,f,1.7,4.5,4,8.5,43,2.026
1241,F1,8,F1-8,PS,P,std,poor,,f,1.4,5.5,5,10.5,,2.026
888,F1,4,F1-4,RS,R,std,rich,,f,1.9,5.5,4,9.5,38,2.027
1190,F1,9,F1-9,PR,P,rich,poor,,f,1.9,4.5,4,8.5,39,2.027
1159,F1,3,F1-3,PS,P,std,poor,,f,1.5,5.5,4,9.5,,2.029
919,F1,7,F1-7,RS,R,std,rich,,f,1.9,5.5,4,9.5,,2.029
942,F1,4,F1-4,SS,S,std,std,,f,1.7,5.5,4,9.5,38,2.03
900,F1,5,F1-5,RS,R,std,rich,,f,1.8,5.5,4,9.5,34,2.031
1167,F1,5,F1-5,PS,P,std,poor,,f,1.6,4.5,5,9.5,35,2.031
1024,F1,8,F1-8,RS,R,std,rich,,f,1.6,5.5,4,9.5,38,2.031
848,F1,3,F1-3,RS,R,std,rich,,f,1.3,5.5,5,10.5,39,2.031
701,F1,1,F1-1,RR,R,rich,rich,,f,1.6,3.5,5,8.5,,2.031
1045,F1,7,F1-7,SS,S,std,std,,f,1.7,5.5,4,9.5,,2.031
700,F1,1,F1-1,RR,R,rich,rich,,f,1.4,3.5,5,8.5,38,2.032
1151,F1,10,F1-10,PR,P,rich,poor,,f,1.4,3.5,5,8.5,39,2.032
875,F1,1,F1-1,PR,P,rich,poor,,f,1.5,3.5,5,8.5,44,2.032
1218,F1,8,F1-8,PS,P,std,poor,,f,1.2,5.5,3,8.5,,2.032
892,F1,4,F1-4,RS,R,std,rich,,f,2.1,5.5,4,9.5,37,2.034
787,F1,2,F1-2,RS,R,std,rich,,f,1.4,5.5,4,9.5,,2.034
944,F1,4,F1-4,SS,S,std,std,,f,1.8,5.5,4,9.5,,2.034
1014,F1,2,F1-2,PR,P,rich,poor,,f,2,4.5,5,9.5,29,2.035
858,F1,1,F1-1,SS,S,std,std,,f,1,5.5,5,10.5,39,2.035
1073,F1,3,F1-3,PR,P,rich,poor,,f,1.5,3.5,4,7.5,30,2.036
1143,F1,6,F1-6,PR,P,rich,poor,,f,1.5,4.5,4,8.5,34,2.036
1081,F1,1,F1-1,PS,P,std,poor,,f,1.5,5.5,5,10.5,39,2.036
874,F1,1,F1-1,PR,P,rich,poor,,f,1.3,3.5,4,7.5,,2.036
725,F1,3,F1-3,RR,R,rich,rich,,f,2.1,3.5,5,8.5,40,2.038
1155,F1,2,F1-2,PS,P,std,poor,,f,1.6,6.5,4,10.5,,2.038
724,F1,3,F1-3,RR,R,rich,rich,,f,1.8,3.5,5,8.5,34,2.039
1221,F1,9,F1-9,PS,P,std,poor,,f,1.5,5.5,3,8.5,,2.039
889,F1,4,F1-4,RS,R,std,rich,,f,1.8,5.5,4,9.5,,2.04
1009,F1,7,F1-7,RS,R,std,rich,,f,1.9,5.5,4,9.5,33,2.041
1136,F1,4,F1-4,PR,P,rich,poor,,f,1.4,4.5,4,8.5,,2.041
1025,F1,8,F1-8,RS,R,std,rich,,f,1.6,5.5,4,9.5,31,2.043
816,F1,3,F1-3,SS,S,std,std,,f,1.8,5.5,4,9.5,40,2.044
1222,F1,9,F1-9,PS,P,std,poor,,f,1.5,5.5,3,8.5,35,2.045
832,F1,8,F1-8,RR,R,rich,rich,,f,1.8,3.5,5,8.5,36,2.045
1017,F1,9,F1-9,RR,R,rich,rich,,f,1.3,4.5,4,8.5,35,2.046
1058,F1,2,F1-2,PR,P,rich,poor,,f,2,5.5,4,9.5,,2.046
1214,F1,7,F1-7,PS,P,std,poor,,f,1.3,5.5,3,8.5,28,2.047
876,F1,1,F1-1,PR,P,rich,poor,,f,1.5,3.5,5,8.5,46,2.047
1088,F1,3,F1-3,PR,P,rich,poor,,f,1.6,4.5,4,8.5,39,2.048
1077,F1,1,F1-1,PS,P,std,poor,,f,1.3,5.5,4,9.5,33,2.049
712,F1,2,F1-2,RR,R,rich,rich,,f,1.3,3.5,5,8.5,36,2.049
1173,F1,6,F1-6,PS,P,std,poor,,f,1.5,4.5,4,8.5,,2.05
1226,F1,10,F1-10,PS,P,std,poor,,f,1.5,5.5,3,8.5,32,2.051
764,F1,6,F1-6,RR,R,rich,rich,,f,1.8,4.5,4,8.5,44,2.051
751,F1,7,F1-7,RR,R,rich,rich,,f,1.9,3.5,4,7.5,38,2.052
1178,F1,7,F1-7,PR,P,rich,poor,,f,1.6,4.5,4,8.5,37,2.053
879,F1,8,F1-8,RR,R,rich,rich,,f,1.6,4.5,4,8.5,37,2.053
1133,F1,4,F1-4,PR,P,rich,poor,,f,1.4,4.5,4,8.5,,2.053
1188,F1,9,F1-9,PR,P,rich,poor,,f,1.8,4.5,4,8.5,,2.053
1161,F1,4,F1-4,PS,P,std,poor,,f,1.4,4.5,5,9.5,,2.053
1118,F1,6,F1-6,PR,P,rich,poor,,f,1.4,3.5,4,7.5,38,2.054
